"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-12","0.04","69","81",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-13","0.00","70","81","59"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-14","0.00","69","83","58"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-15","0.00","69","80",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-16","0.00","66","78","57"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-17","0.00","66","79","54"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-18","0.00","67","81","57"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-19","0.00","69","79","60"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-20","0.00","63","76",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-21","0.00","63",,"53"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-22","0.00","63","73","55"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-23","0.00","66","77","56"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-24","0.00","61","76",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-25","0.00","64","77","52"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-26","0.00","63","78",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-27","0.00","64","79","52"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-28","0.00","67","82","53"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-29","0.00","69","83","56"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-30","0.00","69","81","57"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-01-31","0.00","69","82","57"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-01","0.00","69",,"57"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-02","0.00","72","85","62"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-03","0.00","72","80",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-04","0.00","70","81","59"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-05","0.00","69","78","59"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-06","0.00","70","79",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-07","0.00","68","80","57"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-08","0.00","67","81","56"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-09","0.00","70","83","58"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-10","0.00","70","83",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-11","0.00","68",,"56"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-13","0.00","77","86","58"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-14","0.00","74","89","61"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-15","0.00","74","88","61"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-16","0.00","75","87","61"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-17","0.00","75",,"64"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-18",,"74","88","64"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-19","0.00","75","88","62"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-20","0.00","75","89","62"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-21","0.00","78","91","61"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-22","0.00","77","90","67"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-23","0.00","77","92","66"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-24","0.00","76","90","66"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-25","0.00","81","93","66"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-26",,"82","94","68"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-27","0.03","72","78",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-02-28","0.00","73","85","65"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-01","0.00","77","85","67"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-02",,"74","88","65"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-03","0.20","73","87","62"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-04",,"72","88","63"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-05","0.12","73","85","61"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-06","0.00","77","87","65"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-07","0.00","80","91","68"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-08",,"75","90",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-09","0.00","78",,"69"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-10","0.00","77","88","68"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-11","0.00","77","86",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-12","0.00","75","86",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-13","0.02","77","87","65"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-14","0.00","76","91","67"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-15","0.00","82","93",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-16","0.00","83","95","69"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-17","0.00","86","98","74"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-18","0.00","86","97","74"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-19","0.00","84","96","70"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-20",,"78","95",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-21","0.00","81","94","66"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-22","0.00","83","95",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-23","0.00","84","97","72"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-24","0.00","85","97",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-25","0.00","85","99","71"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-26","0.00","87","101","74"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-27","0.00","86","98","75"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-28","0.00","85","98",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-29","0.00","83","94","73"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-30","0.00","83","93","75"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-03-31","0.00","84","97","76"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-01","0.00","85","96","76"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-02","0.00","86","98",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-03","0.00","85","102","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-04","0.00","89","103","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-05","0.00","88","102","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-06","0.00","86","100","76"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-07","0.00","89","101","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-08","0.00","86","99","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-09","0.00","86","94","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-10",,"87","96","82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-11","0.00","86","98",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-12","0.00","85","96",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-13","0.00","85","96","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-14","0.00","84","96",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-15","0.00","89","100","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-16","0.00","89","100","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-17","0.00","87","101",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-18","0.00","87","99","75"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-19",,"84","97","74"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-20","0.04","84","95","72"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-21","0.00","86","97","73"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-22",,"84","94","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-23",,"83","95","73"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-24",,"88","95","74"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-25","0.00","80","92",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-26","2.01","80","90","68"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-27",,"76","83","69"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-28","0.00","79","87","70"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-29",,"80","90","71"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-04-30",,"77","91",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-01","0.00","81","90","67"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-02",,"83","92",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-03","1.02","73","78","64"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-04","0.28","76","84","68"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-05","0.00","77","87","69"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-06","0.04","84","92","73"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-07","0.00","83",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-08",,"83",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-09","0.00","85","92","72"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-10",,"82",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-11",,"88",,"72"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-12","0.00","88","99","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-13","0.00","88","97","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-14","0.00","90","98","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-15","0.00","90","99","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-16","0.00","91","102","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-17","0.00","92","105","82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-18",,"93","105","83"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-19","0.00","91","102","82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-20",,"93","101","83"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-21","0.00","95","103",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-22","0.00","91","99","83"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-23","0.00","90","98","83"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-24",,"89","100",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-25","0.43","90",,"71"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-26","0.00","88","101",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-27","0.00","91","100","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-28","0.00","89","98","83"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-29","0.00","90","98","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-30",,"89","98",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-05-31","0.00","89","98","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-01",,"89",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-02","0.16","83","98",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-03","2.95","85","93","73"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-04","0.00","82","86","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-05","0.00","88","96","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-06",,"88","99",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-07","0.00","88","97",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-08","0.04","84","92","75"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-09","0.04","85","95","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-10","3.11","87","94","75"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-11","0.00","90","100","84"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-12","0.00","91","100","83"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-13",,"92","103","86"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-14","0.01","89","102","83"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-15","0.00","89",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-16","0.00","89",,"80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-17",,"89","100",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-18",,"89","99",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-19","0.00","85","89",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-20","0.03","83","87","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-21","0.12","81","92",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-22","0.28","81","90","76"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-23","0.79","86","93","75"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-24","0.51","86","94","74"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-25","0.71","86","94","75"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-26","0.00","88","95","82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-27","0.00","88","95","83"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-28","0.00","87","96","82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-29","0.00","88","95",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-06-30","0.00","89","95","83"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-01",,"87","96",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-02","0.63","82","94","76"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-03","0.98","83","92","76"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-04","0.12","85","92","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-05","0.00","82","94","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-06","0.79","84","92","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-07","0.02","83","91","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-08","0.51","85","89","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-09","2.48","81","91",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-10","4.33","84","90","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-11","0.00","84","89",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-12","0.16","83","91","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-13","0.20","82","86","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-14","0.00","85","94",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-15","0.28","86","95","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-16","0.00","86","93",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-17",,"81","92",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-18",,"86","92","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-19","0.20","84","87","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-20","0.03","85","88","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-21","0.00","86","92",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-22","0.04","86","92","82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-23","0.98","86","92","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-24","0.12","84","90",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-25","0.00","82","85",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-26","0.24","84","89","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-27","0.00","85","90","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-28","1.81","83","89","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-29","0.08","84","94",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-30","0.91","84","92","76"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-07-31","1.65","80","83","75"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-01","0.59","86","93",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-02","0.02","82","97",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-03","0.16","85","90","76"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-04","0.00","84",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-05","0.35","82","89","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-06","0.00","83","91",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-07","0.00","86","93","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-08","0.00","86","92","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-09","0.00","87","93","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-10","0.00","86","92","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-11","0.00","86","91","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-12","0.00","86","92","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-13",,"86","94",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-14","0.20","82","89","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-15","0.31","85","93","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-16","0.00","87","94","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-17",,"87","93","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-18",,"89","96","82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-20","7.01","80","83","76"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-21","2.56","82","87","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-22","0.35","85","91","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-23","0.04","87","93","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-24","0.03","86","93","82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-25","0.00","82","87",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-26","8.54","79","80","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-27","2.64","84","88","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-28","0.79","82","90","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-29","0.94","84","90","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-30","0.04","85","96","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-08-31","0.00","86","92","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-01","0.00","84","93","82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-02",,"85",,"82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-03",,"83","91",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-04",,"85","92","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-05","0.08","86","92","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-06","0.00","84","91","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-07","0.12","86","94",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-08","0.00","85",,"81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-09","0.00","84",,"81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-10","0.16","83","92",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-11","0.55","81","84","76"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-12","0.31","83","90","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-13","0.20","83","89","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-14","0.02","86","92","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-15","0.16","84","91","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-16","0.12","86","93","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-17","0.00","83","93","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-18","0.00","86","94","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-19","0.00","86","94",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-20",,"86","94","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-21","0.00","85","94","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-22","0.28","81","90",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-23","2.24","82","90",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-24","0.00","80","87",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-25",,"79","83",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-26",,"83","94",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-29","0.00","85","93",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-09-30","0.00","86","93","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-10-01","0.00","85","93","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-10-02","0.00","85","96","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-10-03","0.00","85",,"78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","1987-10-04","0.00","86","95","79"
